,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
62049,734970002,734970,Virginie 2p shorts (J),296,Pyjama bottom,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama shorts in soft viscose jersey with an elasticated drawstring waist and lace-trimmed hems.
62085,735121001,735121,La Brea,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length shirt dress in a viscose weave with a collar, buttons down the front, low dropped shoulders and short sleeves with sewn-in turn-ups. Seam at the waist with gathers at the front and elastication at the back, and a detachable tie belt. Unlined."
62086,735121003,735121,La Brea,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length shirt dress in a viscose weave with a collar, buttons down the front, low dropped shoulders and short sleeves with sewn-in turn-ups. Seam at the waist with gathers at the front and elastication at the back, and a detachable tie belt. Unlined."
62088,735122001,735122,Bermuda,265,Dress,Garment Full body,1010001,All over pattern,91,Light Green,1,Dusty Light,12,Grey,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Wide dress in an airy weave with a small collar and opening at the front with ties at the top. Long balloon sleeves with pleats and a button at the cuffs, a seam at the hips and a gathered, flared skirt. Unlined."
62097,735154001,735154,Kia cat sunglasses,81,Sunglasses,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Large sunglasses with plastic frames and UV-protective, tinted lenses."
62123,735366005,735366,ED Frille tee,255,T-shirt,Garment Upper body,1010001,All over pattern,10,White,3,Light,-1,Unknown,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Fitted top in soft, patterned jersey with short, flounced sleeves."
62137,735404001,735404,Melrose,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length, V-neck dress in woven fabric with narrow, adjustable shoulder straps, buttons down the front, smocking at the back and a seam at the waist with a flared skirt. Lined."
62169,735537001,735537,EDC Holiday Skirt,275,Skirt,Garment Lower body,1010007,Embroidery,10,White,3,Light,9,White,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Short skirt in an airy organic cotton weave with broderie anglaise. High waist, a concealed zip in one side and two flounced tiers to the hem. Unlined."
62187,735583001,735583,PIGALLE tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with wide ribbing to hold in and shape the waist. Concealed key pocket in the waistband and ventilating mesh sections down the sides. The polyester content of the tights is recycled.
62263,735763001,735763,MILLIE SHIRT,259,Shirt,Garment Upper body,1010017,Stripe,42,Red,7,Medium,18,Red,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,V-neck blouse in woven fabric with a collar and sewn-in wrapover at the front with a concealed hook-and-eye fastening. Yoke with a pleat at the back and long sleeves with buttoned cuffs. The polyester content of the blouse is partly recycled.
62277,735840002,735840,Bridget Sweater TVP,252,Sweater,Garment Upper body,1010017,Stripe,8,Dark Grey,4,Dark,12,Grey,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Jumper in a soft rib knit containing some wool with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
62287,735843001,735843,Harry Push Triangle,298,Bikini top,Swimwear,1010001,All over pattern,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Triangle bikini top with moulded, padded cups for a larger bust and fuller cleavage. Small lace trim, decorative gathers on the cups and ties at the back and back of the neck."
62377,736110002,736110,S Rebecca coin purse,84,Wallet,Accessories,1010016,Solid,10,White,1,Dusty Light,9,White,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Round imitation leather purse with a zip fastening and cotton twill lining. Size 3x9 cm.
62394,736154002,736154,Kingfisher linen,264,Blazer,Garment Upper body,1010016,Solid,43,Dark Red,7,Medium,18,Red,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Fitted jacket in a linen and viscose weave with notch lapels, jetted front pockets, a decorative button at the cuffs and a single back vent. Lined."
62423,736213001,736213,2p claw 2,72,Hair clip,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Plastic hair claws. Width 3.5 cm.
62424,736213002,736213,2p claw 2,72,Hair clip,Accessories,1010019,Transparent,15,Greyish Beige,4,Dark,1,Mole,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Plastic hair claws. Width 3.5 cm.
62436,736319001,736319,Skirt Lipstick printed,275,Skirt,Garment Lower body,1010001,All over pattern,23,Dark Yellow,4,Dark,8,Yellow,1779,Everyday Waredrobe Denim,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim,Short 5-pocket skirt in patterned stretch denim with a zip fly and button.
62442,736385001,736385,Robin 5pk R Basic short trunk,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch cotton jersey with flatlock seams, short legs, an elasticated waist and lined front."
62461,736489003,736489,Zenit highlift sneaker,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Platform trainers with lacing at the front, cotton canvas linings and insoles and rubber soles. Platform 3.5 cm."
62481,736530006,736530,Hazelnut Push Melbourne,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
62482,736530007,736530,Hazelnut Push Melbourne,306,Bra,Underwear,1010016,Solid,43,Dark Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
62485,736530010,736530,Hazelnut Push Melbourne,306,Bra,Underwear,1010016,Solid,42,Red,2,Medium Dusty,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
62490,736530017,736530,Hazelnut Push Melbourne,306,Bra,Underwear,1010016,Solid,41,Light Red,2,Medium Dusty,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
62506,736573002,736573,Desert Highline Braz. Cheeky,59,Swimwear bottom,Swimwear,1010001,All over pattern,43,Dark Red,4,Dark,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with a high cut at the back."
62511,736582001,736582,La la land Brief,59,Swimwear bottom,Swimwear,1010001,All over pattern,43,Dark Red,4,Dark,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low waist, narrow sides with knot details and medium coverage at the back."
62520,736592003,736592,Spice it Up Triangle,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Triangle bikini top with lined cups, ties at the back and double ties at the back of the neck."
62524,736601001,736601,Formentera padded Swimsuite,57,Swimsuit,Swimwear,1010016,Solid,42,Red,5,Bright,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with frills at the top, a deep V-neck front and back, and padded cups with removable inserts."
62553,736678002,736678,Cavalier lace top,254,Top,Garment Upper body,1010021,Lace,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,Sleeveless lace top in a narrow cut at the top with narrow shoulder straps that are lace-covered at the back. Low-cut back and ties at the back of the neck. Jersey-lined front.
62557,736681001,736681,Brooke Shorts R.W,274,Shorts,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short shorts in washed, stretch denim with a regular waist, front and back pockets, and sewn-in turn-ups at the hems."
62558,736681002,736681,Brooke Shorts R.W,274,Shorts,Garment Lower body,1010023,Denim,10,White,3,Light,9,White,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short shorts in washed, stretch denim with a regular waist, front and back pockets, and sewn-in turn-ups at the hems."
62563,736681008,736681,Brooke Shorts R.W,274,Shorts,Garment Lower body,1010023,Denim,6,Light Grey,1,Dusty Light,12,Grey,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short shorts in washed, stretch denim with a regular waist, front and back pockets, and sewn-in turn-ups at the hems."
62653,736917005,736917,Ophelia Push Melb. Bralette,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace push-up bra with underwired, padded cups for larger bust and a fuller cleavage. Adjustable, lace-trimmed shoulder straps that cross at the back, a wide lace trim at the hem and a hook-and-eye fastening at the back."
62655,736923003,736923,Dusk Padded T-shirt,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Microfibre bra with a scalloped trim at the top and underwired padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back.
62658,736923006,736923,Dusk Padded T-shirt,306,Bra,Underwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Microfibre bra with a scalloped trim at the top and underwired padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back.
62659,736923009,736923,Dusk Padded T-shirt,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Microfibre bra with a scalloped trim at the top and underwired padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back.
62660,736923010,736923,Dusk Padded T-shirt,306,Bra,Underwear,1010016,Solid,63,Dark Purple,4,Dark,12,Grey,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Microfibre bra with a scalloped trim at the top and underwired padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back.
62688,737002002,737002,Neva dress,265,Dress,Garment Full body,1010016,Solid,14,Dark Beige,2,Medium Dusty,13,Brown,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Fitted, calf-length dress in ribbed jersey with a round neckline and short sleeves."
62720,737083001,737083,Japan dress,265,Dress,Garment Full body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,Knee-length dress in a rib knit containing some wool with a wrapover top that fastens with a tie belt at the waist. Unlined. The polyester content of the dress is recycled.
62755,737224002,737224,Holly Thong Mynta 2p,286,Underwear bottom,Underwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in lace and mesh with a low waist, lined gusset and string back."
62763,737260001,737260,Pinsher,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Straight-cut top in a crêpe weave with narrow, adjustable shoulder straps and a frill trim at the top."
62782,737340002,737340,Olivia shorts,274,Shorts,Garment Lower body,1010001,All over pattern,10,White,3,Light,9,White,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,Short shorts in a patterned viscose crêpe weave. High waist with a small frill trim at the top and decorative tie belt.
62790,737410002,737410,ES Aberdeen jogger,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,8756,Young Boy Trouser,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1009,Trousers,"Joggers in cotton twill with elasticated ribbing and a drawstring at the waist, side pockets and a back pocket. Legs with quilted sections, shaping seams at the knees and elasticated hems."
62794,737436001,737436,Milkshake Cheeky brief,59,Swimwear bottom,Swimwear,1010001,All over pattern,31,Light Orange,1,Dusty Light,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, patterned bikini bottoms with a low waist."
62803,737483002,737483,Puffin Tank,253,Vest top,Garment Upper body,1010014,Placement print,42,Red,5,Bright,18,Red,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Short, rib-knit top with narrow, adjustable shoulder straps."
62806,737486004,737486,Phoebe Cardigan SPEED,245,Cardigan,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, loose knit with dropped shoulders, long sleeves and buttons down the front."
62813,737528002,737528,Edda sandalette,92,Heeled sandals,Shoes,1010016,Solid,13,Beige,1,Dusty Light,11,Beige,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Imitation suede sandals with open toes and heels, an elastic strap at the back and shiny block heels. Imitation leather linings and insoles and thermoplastic rubber (TPR) soles. Heel 7.5 cm."
62864,737697002,737697,Bethany sneaker,94,Sneakers,Shoes,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Cotton canvas trainers with lacing at the front and a loop at the back. Canvas linings and insoles and rubber soles.
62877,737735002,737735,Leeds Mockneck,252,Sweater,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Slightly shorter, wide jumper knitted in a soft cotton blend with dropped shoulders and wide ribbing around the neckline, cuffs and hem."
62891,737852003,737852,Pippi shorts,274,Shorts,Garment Lower body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Shorts in woven fabric with a high waist, pleats at the front, zip fly and hook-and-eye fastening. Sewn-in belt, side pockets and fake back pockets."
